"Search Criteria: "

"Filing Operator:",,,"APACHE CORPORATION (027200)",,,,,,District:,,Statewide
"Prod Month:",,," Feb 2016",,,,,,"Lease Type:",,Both

,,,,,,,,,"Oil/Condensate (Whole Barrels)",,,,,"Gas/Casinghead Gas - MCF",,
,,,,,,,,,,,Disposition,,,,Disposition,
"Multiple Reports","Lease Type",District,"RRC Identifier","Field Name","Lease Name","Gas Well ID","Lease Total","Commingle Permit No.","On Hand Beginning of Month",Production,Volume,Code,"On Hand End of Month","Formation Production",Volume,Code
Y,Gas,08,130373,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT #2","  278  ",,1871,0,0,,,0,0,,
Y,Gas,08,131801,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT #2","  277  ",,1871,0,0,,,0,0,,
Y,Gas,08,131802,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 2","  281  ",,1871,1,26,26,"   01  ",1,408,408,"   03  "
Y,Gas,08,144839,"SAND HILLS (JUDKINS)","TUBB, J.B. C","   11  ",,1871,0,0,,,0,86,86,"   03  "
Y,Gas,08,146747,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT #2","  117  ",,,0,0,,,0,16,16,"   03  "
,Gas,08,148163,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","  287  ",,1871,1,53,52,"   01  ",2,536,536,"   03  "
,Gas,08,148230,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","  121  ",,1871,1,26,26,"   01  ",1,94,94,"   03  "
Y,Gas,08,150188,"SAND HILLS (JUDKINS)","TUBB, J. B. C","    1  ",,1871,0,0,,,0,368,368,"   03  "
,Gas,08,150190,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","   62  ",,1871,0,14,13,"   01  ",1,38,38,"   03  "
,Gas,08,150378,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","  258  ",,1871,0,14,13,"   01  ",1,"1,497","1,497","   03  "
,Gas,08,151065,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT II","    7  ",,,0,0,,,0,656,656,"   03  "
Y,Gas,08,151070,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 2","  282  ",,1871,0,0,,,0,18,18,"   03  "
,Gas,08,151211,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT # 3","   33  ",,,0,0,,,0,30,30,"   03  "
Y,Gas,08,151571,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT #3","   45  ",,1871,0,0,,,0,234,234,"   03  "
,Gas,08,152419,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT II","    8  ",,,0,0,,,0,625,625,"   03  "
Y,Gas,08,152627,"SAND HILLS (JUDKINS)","TUBB, J. B. C","    9  ",,,0,0,,,0,585,585,"   03  "
Y,Gas,08,153067,"SAND HILLS (JUDKINS)","TUBB, J. B. C","   12  ",,1871,0,0,,,0,613,613,"   03  "
,Gas,08,153598,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT III","    8  ",,,0,0,,,0,631,631,"   03  "
,Gas,08,155477,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT III","   10  ",,,0,0,,,0,365,365,"   03  "
Y,Gas,08,156192,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","  178  ",,1871,1,26,26,"   01  ",1,543,543,"   03  "
,Gas,08,156489,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT I","    5  ",,,0,0,,,0,0,,
,Gas,08,157403,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT III","    9  ",,,0,0,,,0,273,273,"   03  "
,Gas,08,162077,"SAND HILLS (JUDKINS)","TUBB, J. B. A/C 1","  143  ",,1871,1,26,26,"   01  ",1,24,24,"   03  "
,Gas,08,192278,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT II","   10  ",,,0,0,,,0,978,978,"   03  "
,Gas,08,199727,"SAND HILLS (JUDKINS)","TUBB, J B  A/C 1","   64  ",,1871,0,0,,,0,38,38,"   03  "
,Gas,08,212961,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT III","   12 D",,,0,0,,,0,0,,
,Gas,08,212962,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT II","   11 D",,,0,0,,,0,34,34,"   03  "
,Gas,08,212963,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT II","   13 D",,,0,0,,,0,907,907,"   03  "
,Gas,08,212965,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT II","   12 D",,,0,0,,,0,846,846,"   03  "
,Gas,08,213012,"SAND HILLS (JUDKINS)","JUDKINS GAS UNIT III","   11 D",,,0,0,,,0,93,93,"   03  "
Y,Oil,08,05264,"SAND HILLS (MCKNIGHT)","TUBB, J. B. A/C #1",,,1871,141,"4,523","4,477","   01  ",187,"83,694","83,694","   03  "
,Oil,08,05269,"SAND HILLS (MCKNIGHT)","TUBB, J. B. -DK- A/C #1",,,5485,32,133,110,"   01  ",55,"1,485","1,485","   03  "
,Oil,08,05270,"SAND HILLS (MCKNIGHT)","TUBB, J. B. -A- A/C #3",,,5485,101,430,354,"   01  ",177,852,852,"   03  "
Y,Oil,08,12929,"SAND HILLS (MCKNIGHT)","TUBB, J. B. A/C #2",,,1871,9,248,247,"   01  ",10,"2,291","2,291","   03  "
,Oil,08,14732,"SAND HILLS (MCKNIGHT)","TUBB, J. B., -B-",,,1373,219,290,317,"   01  ",192,"5,214","5,214","   03  "
,Oil,08,16234,"SAND HILLS (MCKNIGHT)","TUBB, J. B., -F-",,,1518,370,960,991,"   01  ",339,"12,943","12,943","   03  "
Y,Oil,08,18870,"SAND HILLS (MCKNIGHT)","TUBB, J. B. -C-",,,1871,9,239,238,"   01  ",10,"3,830","3,830","   03  "
,Oil,08,23433,"SAND HILLS (MCKNIGHT)","TUBB, J.B. ""AK"" A/C 1",,,5485,0,0,,,0,0,,
,Oil,08,23997,"SAND HILLS (MCKNIGHT)","TUBB, J.B. 'B' A/C 2",,,1871,6,156,156,"   01  ",6,"3,530","3,530","   03  "
,Gas,08,056121,"SAND HILLS (MCKNIGHT)","TUBB, J. B. A/C #1","   53  ",,1871,1,13,13,"   01  ",1,38,38,"   03  "
,Gas,08,059871,"SAND HILLS (MCKNIGHT)","TUBB, J. B. 'B' A/C 2","    3K ",,1871,0,0,,,0,839,839,"   03  "
,Gas,08,062106,"SAND HILLS (MCKNIGHT)","TUBB, J. B. ""C"" A/C 2","    4  ",,1871,1,14,14,"   01  ",1,189,189,"   03  "
,Gas,08,062673,"SAND HILLS (MCKNIGHT)","TUBB, J. B. 'B' A/C 2","    5 C",,1871,4,127,126,"   01  ",5,"2,655","2,655","   03  "
,Gas,08,076972,"SAND HILLS (MCKNIGHT)","TUBB, J. B. A/C 1","  131  ",,1871,1,14,14,"   01  ",1,38,38,"   03  "
Y,Gas,08,201683,"SAND HILLS (MCKNIGHT)","TUBB, J. B. ""C""","    2  ",,1871,2,78,77,"   01  ",3,"1,779","1,779","   03  "
Y,Oil,08,05295,"SAND HILLS (TUBB)","TUBB, J. B. A/C 1",,,1871,50,"1,587","1,571","   01  ",66,"24,503","24,503","   03  "
Y,Oil,08,05296,"SAND HILLS (TUBB)","TUBB, J. B. A/C 2",,,1871,8,290,286,"   01  ",12,"4,122","4,122","   03  "
,Oil,08,05297,"SAND HILLS (TUBB)","TUBB, J. B. -B-",,,1373,188,267,278,"   01  ",177,"14,264","14,264","   03  "
Y,Oil,08,05298,"SAND HILLS (TUBB)","TUBB, J. B. -C-",,,1871,15,435,432,"   01  ",18,"13,194","13,194","   03  "
,Oil,08,05310,"SAND HILLS (TUBB)","TUBB, J. B. -A- A/C #2",,,5485,162,612,522,"   01  ",252,585,585,"   03  "
Y,Oil,08,05311,"SAND HILLS (TUBB)","TUBB, J. B. -B-AC 2",,,1871,0,0,,,0,0,,
,Oil,08,05313,"SAND HILLS (TUBB)","TUBB, J. B. -D-",,,5485,53,278,216,"   01  ",115,"6,375","6,375","   03  "
,Oil,08,10413,"SAND HILLS (TUBB)","TUBB, J. B. -F-",,,1518,74,221,217,"   01  ",78,"1,232","1,232","   03  "
Y,Gas,08,092231,"SAND HILLS (TUBB)","TUBB, J. B. A/C 1","  154  ",,1871,1,26,26,"   01  ",1,927,927,"   03  "
Y,Gas,08,102328,"SAND HILLS (TUBB)","TUBB, J. B. C","   31  ",,1871,0,0,,,0,22,22,"   03  "
Y,Gas,08,127904,"SAND HILLS (TUBB)","TUBB, J. B. ""D""","    3  ",,1871,3,104,103,"   01  ",4,"1,271","1,271","   03  "
Y,Gas,08,146748,"SAND HILLS (TUBB)","TUBB, J. B. C","   18  ",,1871,0,0,,,0,0,,
Y,Gas,08,147088,"SAND HILLS (TUBB)","TUBB, J. B. A/C 1","  204  ",,1871,0,0,,,0,541,541,"   03  "
,Gas,08,157996,"SAND HILLS (TUBB)","TUBB, J. B. A/C 1","  200  ",,1871,1,26,26,"   01  ",1,587,587,"   03  "
,Gas,08,182736,"SAND HILLS (TUBB)","TUBB, J. B. ""C"" A/C 2","    5  ",,1871,0,15,14,"   01  ",1,331,331,"   03  "
Y,Gas,08,223103,"SAND HILLS (TUBB)","TUBB, J. B. -C-","   33  ",,1871,0,0,,,0,"3,332","3,332","   03  "
,Oil,08,37722,"SAND HILLS (WICHITA-ALBANY)","TUBB, J. B. -C-",,,1871,14,369,368,"   01  ",15,"6,286","6,286","   03  "
Y,Oil,08,37740,"SAND HILLS (WICHITA ALBANY, S.)","J. B. TUBB A/C 1",,,1871,78,"1,558","1,572","   01  ",64,"12,970","12,970","   03  "
,Gas,08,205916,"SAND HILLS (WICHITA ALBANY, S.)","TUBB, J. B. I","    1  ",,1871,2,26,27,"   01  ",1,38,38,"   03  "
,Gas,08,158291,"SAND HILLS (WOJCIK-MCELROY, W.)","TUBB, J B A/C 1","  251  ",,1871,1,26,26,"   01  ",1,"1,685","1,685","   03  "
Y,Oil,08,47157,"SANDBAR (BONE SPRING)","FALCON STATE UNIT",,,7464,N/A,"33,181","16,345","   00  ",783,"105,169","3,035","   01  "
,,,,,,,,,,,"16,953","   01  ",,,391,"   02  "
,,,,,,,,,,,,,,,"96,670","   03  "
,,,,,,,,,,,,,,,"5,073","   04  "
,,,,,,,,,"OOB FIRST MONTH ON COMMINGLING PERMIT",,,,,,,
Y,Oil,08,47225,"SANDBAR (BONE SPRING)",CONDOR,,,7514,268,"14,853","14,700","   00  ",421,"24,004","1,707","   01  "
,,,,,,,,,,,,,,,84,"   02  "
,,,,,,,,,,,,,,,"20,792","   03  "
,,,,,,,,,,,,,,,"1,421","   04  "
Y,Oil,08,47252,"SANDBAR (BONE SPRING)","OSPREY STATE UNIT",,,7511,325,"12,612","12,461","   00  ",476,"38,051","1,464","   01  "
,,,,,,,,,,,,,,,123,"   02  "
,,,,,,,,,,,,,,,"30,344","   03  "
,,,,,,,,,,,,,,,"6,120","   04  "
,Oil,08,47312,"SANDBAR (BONE SPRING)","ROBIN 8",,,7524,N/A,0,,,0,0,,
Y,Oil,08,47317,"SANDBAR (BONE SPRING)","CHAPARRAL 89",,,7515,449,"13,715","13,768","   00  ",396,"44,512","1,352","   01  "
,,,,,,,,,,,,,,,169,"   02  "
,,,,,,,,,,,,,,,"41,749","   03  "
,,,,,,,,,,,,,,,"1,242","   04  "
Y,Oil,08,47501,"SANDBAR (BONE SPRING)",WAHA,,,,189,"3,753","3,750","   01  ",192,"4,050","4,050","   03  "
,Oil,08,20587,"SHAFTER LAKE (SAN ANDRES)","SHAFTER LAKE /SAN ANDRES/ UNIT",,,,573,"11,954","11,975","   00  ",552,"3,638","3,436","   03  "
,,,,,,,,,,,,,,,202,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,24117,"SHAFTER LAKE (SAN ANDRES)","PARKER, J. E. ""J""",,,3445,88,295,102,"   01  ",281,0,,
,Oil,08,35232,"SPRABERRY (PENN.)","SCHROCK, W.M. ""22""",,,5723,21,90,99,"   00  ",12,"1,770","1,770","   02  "
,Oil,08,06293,"SPRABERRY (TREND AREA)","CALVERLEY, J.B. -32-",,,5729,46,282,297,"   00  ",31,39,39,"   02  "
,Oil,08,06294,"SPRABERRY (TREND AREA)","DRIVER, J. W.-14",,,5727,10,205,202,"   00  ",13,97,87,"   02  "
,,,,,,,,,,,,,,,10,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,06297,"SPRABERRY (TREND AREA)","DRIVER, J. W.-13",,,5727,137,"2,370","2,360","   00  ",147,"1,974",110,"   01  "
,,,,,,,,,,,,,,,"1,864","   02  "
,Oil,08,06300,"SPRABERRY (TREND AREA)","LANE, W. H.-37",,,5729,54,505,503,"   00  ",56,422,422,"   02  "
Y,Oil,08,06301,"SPRABERRY (TREND AREA)","LANE, W. H.-42",,,5729,76,692,691,"   00  ",77,"1,347","1,347","   02  "
Y,Oil,08,06306,"SPRABERRY (TREND AREA)","SCHROCK, W. M.-26",,,5723,111,832,830,"   00  ",113,"1,627","1,627","   02  "
,Oil,08,06309,"SPRABERRY (TREND AREA)","SCHROCK, W. M.-38",,,5723,36,316,309,"   00  ",43,843,81,"   01  "
,,,,,,,,,,,,,,,673,"   02  "
,,,,,,,,,,,,,,,89,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,06310,"SPRABERRY (TREND AREA)","SCHROCK, W. M.-22",,,5723,72,669,650,"   00  ",91,"1,242","1,242","   02  "
,Oil,08,06311,"SPRABERRY (TREND AREA)","SCHROCK, W. M.-24",,,5727,122,"2,425","2,396","   00  ",151,"2,335","2,335","   02  "
Y,Oil,08,06530,"SPRABERRY (TREND AREA)","CALVERLEY, J. B.",,,5729,9,102,100,"   00  ",11,417,381,"   02  "
,,,,,,,,,,,,,,,36,"   04  "
,Oil,08,21964,"SPRABERRY (TREND AREA)",JONES,,,,190,65,,,255,48,48,"   03  "
,Oil,08,23314,"SPRABERRY (TREND AREA)",HOELSCHER,,,3881,72,185,199,"   01  ",58,"1,330","1,330","   03  "
,Oil,08,24066,"SPRABERRY (TREND AREA)",HUBBARD,,,3800,2,6,4,"   01  ",4,116,116,"   02  "
,Oil,08,24085,"SPRABERRY (TREND AREA)",FRYSAK,,,3800,176,378,333,"   01  ",221,"1,273","1,273","   02  "
,Oil,08,24135,"SPRABERRY (TREND AREA)",HALFMANN,,,,200,411,536,"   01  ",75,"1,069","1,069","   02  "
,Oil,08,24158,"SPRABERRY (TREND AREA)","THOMASON ""A""",,,3813,0,0,,,0,0,,
,Oil,08,24194,"SPRABERRY (TREND AREA)",STRUBE,,,,59,162,,,221,682,682,"   02  "
,Oil,08,24227,"SPRABERRY (TREND AREA)","THOMASON ""B""",,,3813,43,87,,,130,246,246,"   02  "
,Oil,08,24380,"SPRABERRY (TREND AREA)",MATTHIESEN,,,,167,126,175,"   01  ",118,296,296,"   02  "
,Oil,08,24464,"SPRABERRY (TREND AREA)","THOMASON ""C""",,,,157,47,,,204,88,88,"   02  "
,Oil,08,24573,"SPRABERRY (TREND AREA)","HOELSCHER,H.W.",,,4088,72,83,111,"   01  ",44,"1,131","1,131","   03  "
,Oil,08,24596,"SPRABERRY (TREND AREA)","HOELSCHER ""A""",,,3881,125,282,318,"   01  ",89,"1,825","1,825","   03  "
,Oil,08,24660,"SPRABERRY (TREND AREA)","NIEHUES ""A""",,,3893,145,296,278,"   01  ",163,"2,967","2,967","   02  "
,Oil,08,24742,"SPRABERRY (TREND AREA)",AUGUST,,,,129,73,,,202,159,159,"   02  "
,Oil,08,24855,"SPRABERRY (TREND AREA)","NIEHUES ""B""",,,3893,37,85,75,"   01  ",47,711,711,"   02  "
,Oil,08,24882,"SPRABERRY (TREND AREA)","TOM ""30""",,,,165,37,,,202,0,,
Y,Oil,08,25590,"SPRABERRY (TREND AREA)",BOONE,,,,505,142,363,"   01  ",284,126,126,"   02  "
Y,Oil,08,25814,"SPRABERRY (TREND AREA)",DIXON,,,,0,0,,,0,0,,
,Oil,08,25838,"SPRABERRY (TREND AREA)",MATTHEWS,,,4075,0,0,,,0,0,,
,Oil,08,25871,"SPRABERRY (TREND AREA)","MATTHEWS -A-",,,4075,196,166,188,"   01  ",174,176,176,"   02  "
,Oil,08,25892,"SPRABERRY (TREND AREA)","HOELSCHER, H. W. -B-",,,4088,43,50,67,"   01  ",26,601,601,"   03  "
,Oil,08,25979,"SPRABERRY (TREND AREA)","MCCLINTIC TRUST",,,,349,"1,180","1,106","   01  ",423,320,320,"   02  "
,Oil,08,26567,"SPRABERRY (TREND AREA)","TOM -45-",,,,97,0,,,97,0,,
,Oil,08,26640,"SPRABERRY (TREND AREA)","TOM -4-",,,,64,76,,,140,143,143,"   02  "
,Oil,08,26954,"SPRABERRY (TREND AREA)",KOONCE,,,,176,345,370,"   01  ",151,612,612,"   02  "
,Oil,08,27293,"SPRABERRY (TREND AREA)",REID,,,,302,248,186,"   01  ",364,594,487,"   03  "
,,,,,,,,,,,,,,,107,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,27335,"SPRABERRY (TREND AREA)",KELLY,,,,84,25,,,109,23,23,"   02  "
,Oil,08,27424,"SPRABERRY (TREND AREA)",CAMPBELL,,,,137,81,,,218,67,61,"   02  "
,,,,,,,,,,,,,,,6,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,27493,"SPRABERRY (TREND AREA)",MCADAMS,,,,143,81,,,224,502,472,"   02  "
,,,,,,,,,,,,,,,30,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,27977,"SPRABERRY (TREND AREA)","HUBBARD -A-",,,3800,2,7,5,"   01  ",4,78,78,"   02  "
,Oil,08,28070,"SPRABERRY (TREND AREA)",TXL,,,,261,428,531,"   01  ",158,353,353,"   03  "
,Oil,08,28302,"SPRABERRY (TREND AREA)","SANDERS, J.T. ET AL",,,,140,0,,,140,0,,
,Oil,08,28662,"SPRABERRY (TREND AREA)","TURNER -46-",,,,216,475,366,"   01  ",325,291,291,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,28709,"SPRABERRY (TREND AREA)","REED -21-",,,,282,112,182,"   01  ",212,299,299,"   02  "
,Oil,08,28844,"SPRABERRY (TREND AREA)","FLOYD -4-",,,,173,5,,,178,6,6,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,29688,"SPRABERRY (TREND AREA)","SANDERS, J. T. -2-",,,5257,106,"1,432","1,347","   01  ",191,"4,538",111,"   01  "
,,,,,,,,,,,,,,,"4,427","   03  "
,Oil,08,30601,"SPRABERRY (TREND AREA)","BLACK, S.E. ""42""",,,5729,38,160,180,"   00  ",18,268,268,"   02  "
,Oil,08,30640,"SPRABERRY (TREND AREA)","DRIVER, J.W. -36-",,,5729,93,"1,247","1,202","   00  ",138,"1,941","1,941","   02  "
,Oil,08,33003,"SPRABERRY (TREND AREA)","HUBBARD, O.J.",,,5729,8,103,100,"   00  ",11,279,279,"   02  "
,Oil,08,33751,"SPRABERRY (TREND AREA)","SCHROCK, W. M. -13-",,,5727,17,368,362,"   00  ",23,116,6,"   01  "
,,,,,,,,,,,,,,,110,"   02  "
Y,Oil,08,34421,"SPRABERRY (TREND AREA)","SANDERS, JUNE TR -A-",,,2710,139,335,357,"   00  ",117,"1,921",366,"   02  "
,,,,,,,,,,,,,,,"1,555","   03  "
Y,Oil,08,34447,"SPRABERRY (TREND AREA)","TIPPETT, JUNE",,T,,268,"3,237",161,"   00  ",207,"7,173",91,"   01  "
,,,,,,,,,,,"3,137","   01  ",,,57,"   02  "
,,,,,,,,,,,,,,,"7,025","   03  "
,,08,34447,"SPRABERRY (TREND AREA)","TIPPETT, JUNE",,,0375,0,0,,,0,0,,
,,08,34447,"SPRABERRY (TREND AREA)","TIPPETT, JUNE",,,5100,268,"3,237",161,"   00  ",207,0,,
,,,,,,,,,,,"3,137","   01  ",,,,
Y,Oil,08,34939,"SPRABERRY (TREND AREA)","LYNCH, JUNE T.",,,5257,33,321,311,"   01  ",43,381,4,"   01  "
,,,,,,,,,,,,,,,377,"   03  "
,Oil,08,35272,"SPRABERRY (TREND AREA)","ARMSTRONG ""48""",,,5538,177,579,562,"   01  ",194,"1,400","1,400","   02  "
Y,Oil,08,35365,"SPRABERRY (TREND AREA)","PARKS, CHARLOTTE ""18""",,,5220,50,"1,152","1,076","   01  ",126,"1,736",48,"   01  "
,,,,,,,,,,,,,,,704,"   02  "
,,,,,,,,,,,,,,,984,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,35367,"SPRABERRY (TREND AREA)","LYNCH, JUNE T. ""29""",,,5257,44,610,573,"   01  ",81,409,409,"   03  "
,Oil,08,35393,"SPRABERRY (TREND AREA)","BARROW ""28""",,,5538,374,"1,061","1,079","   01  ",356,"2,069",81,"   01  "
,,,,,,,,,,,,,,,"1,988","   02  "
Y,Oil,08,35400,"SPRABERRY (TREND AREA)","TIPPETT ""12""",,,5100,24,286,291,"   01  ",19,246,3,"   01  "
,,,,,,,,,,,,,,,243,"   03  "
Y,Oil,08,35510,"SPRABERRY (TREND AREA)","LYNCH, JUNE T. ""48""",,,5257,97,"1,202","1,139","   01  ",160,"2,998",73,"   01  "
,,,,,,,,,,,,,,,"2,925","   03  "
Y,Oil,08,35516,"SPRABERRY (TREND AREA)","PARKS, CHARLOTTE ""27""",,,5220,72,441,465,"   01  ",48,"1,592",44,"   01  "
,,,,,,,,,,,,,,,646,"   02  "
,,,,,,,,,,,,,,,902,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,35548,"SPRABERRY (TREND AREA)","LYNCH, JUNE T. ""40""",,,5257,4,73,67,"   01  ",10,252,252,"   03  "
,Oil,08,35552,"SPRABERRY (TREND AREA)","ARCO WINDHAM ""30""",,,5220,150,"1,008","1,048","   01  ",110,"1,534",12,"   01  "
,,,,,,,,,,,,,,,180,"   02  "
,,,,,,,,,,,,,,,"1,342","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,35599,"SPRABERRY (TREND AREA)","LYNCH, JUNE T. ""47""",,,5257,65,956,894,"   01  ",127,"1,833",45,"   01  "
,,,,,,,,,,,,,,,"1,788","   03  "
Y,Oil,08,35623,"SPRABERRY (TREND AREA)","BRAUN ""10""",,,5272,400,"1,334","1,568","   01  ",166,"3,082","3,082","   02  "
,Oil,08,35652,"SPRABERRY (TREND AREA)","PARKS, CHARLOTTE ""6""",,,5220,46,339,348,"   01  ",37,105,92,"   02  "
,,,,,,,,,,,,,,,13,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,35660,"SPRABERRY (TREND AREA)","LYNCH, JUNE T. ""37""",,,5257,37,494,465,"   01  ",66,652,652,"   03  "
,Oil,08,35727,"SPRABERRY (TREND AREA)","COYOTE CORPS ""15""",,,5220,77,438,467,"   01  ",48,631,551,"   02  "
,,,,,,,,,,,,,,,80,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,35773,"SPRABERRY (TREND AREA)","M. T. BOULTINGHOUSE -11-",,,5100,127,"1,473","1,502","   01  ",98,"6,242",80,"   01  "
,,,,,,,,,,,,,,,"6,162","   03  "
,Oil,08,35831,"SPRABERRY (TREND AREA)","PARKS, CHARLOTTE ""7""",,,5220,26,189,194,"   01  ",21,84,73,"   02  "
,,,,,,,,,,,,,,,11,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,08,35856,"SPRABERRY (TREND AREA)","PARKS, CHARLOTTE ""14""",,,5220,49,258,279,"   01  ",28,"1,122",979,"   02  "
,,,,,,,,,,,,,,,143,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,35950,"SPRABERRY (TREND AREA)","TIPPETT, JUNE ""7A""",,,5100,1,124,117,"   01  ",8,339,4,"   01  "
,,,,,,,,,,,,,,,335,"   03  "
Y,Oil,08,36298,"SPRABERRY (TREND AREA)","LYNCH, J. T. ""14""",,,5100,124,"1,474","1,500","   01  ",98,"2,625",1,"   01  "
,,,,,,,,,,,,,,,"2,624","   03  "
Y,Oil,08,39105,"SPRABERRY (TREND AREA)",RILEY,,,6465,937,"2,417","2,057","   00  ",987,"41,721","1,468","   01  "
,,,,,,,,,,,310,"   01  ",,,"40,253","   03  "
,Oil,08,39255,"SPRABERRY (TREND AREA)","SCHWARTZ SOUTH",,,6463,"1,152","1,016",877,"   00  ",747,"4,193",232,"   01  "
,,,,,,,,,,,544,"   01  ",,,"3,961","   03  "
,Oil,08,39390,"SPRABERRY (TREND AREA)","WS COLE 14",,,,366,134,169,"   01  ",331,197,197,"   02  "
Y,Oil,08,39487,"SPRABERRY (TREND AREA)","BOOKS, ED 11",,,6472,492,834,916,"   00  ",410,"11,860",451,"   01  "
,,,,,,,,,,,,,,,"11,409","   03  "
Y,Oil,08,39557,"SPRABERRY (TREND AREA)","HARTLEY 38",,,6469,309,550,581,"   01  ",278,"24,260",429,"   01  "
,,,,,,,,,,,,,,,"23,831","   03  "
Y,Oil,08,39614,"SPRABERRY (TREND AREA)","SCHWARTZ 36",,T,,193,"1,811","1,229","   00  ",142,"15,075",576,"   01  "
,,,,,,,,,,,633,"   01  ",,,"14,499","   03  "
,,08,39614,"SPRABERRY (TREND AREA)","SCHWARTZ 36",,,6460,101,578,633,"   01  ",46,0,,
,,08,39614,"SPRABERRY (TREND AREA)","SCHWARTZ 36",,,6718,92,"1,233","1,229","   00  ",96,0,,
Y,Oil,08,39639,"SPRABERRY (TREND AREA)","W.S. COLE 35",,,,38,0,,,38,0,,
Y,Oil,08,39641,"SPRABERRY (TREND AREA)","E.D. BOOKS 13",,,,566,"1,044","1,242","   00  ",368,"10,107",394,"   01  "
,,,,,,,,,,,,,,,"9,713","   03  "
Y,Oil,08,39686,"SPRABERRY (TREND AREA)","BOOKS, E.D. 1",,,6474,75,288,297,"   00  ",66,"7,573",130,"   01  "
,,,,,,,,,,,,,,,"7,443","   03  "
,Oil,08,39742,"SPRABERRY (TREND AREA)","STERLING 15",,,,28,13,,,41,58,58,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,08,39747,"SPRABERRY (TREND AREA)","GRAY 24",,,,397,832,971,"   01  ",258,"7,715",325,"   01  "
,,,,,,,,,,,,,,,"7,390","   03  "
,Oil,08,39775,"SPRABERRY (TREND AREA)","EDENS 4",,,,225,49,,,274,243,243,"   02  "
Y,Oil,08,39808,"SPRABERRY (TREND AREA)","WEAVER 23",,,6779,548,"1,685","1,163","   00  ",499,"20,167",432,"   01  "
,,,,,,,,,,,571,"   01  ",,,"19,735","   03  "
Y,Oil,08,39873,"SPRABERRY (TREND AREA)","E.D.B. 10 EAST",,,6196,69,335,334,"   00  ",70,"2,983",170,"   01  "
,,,,,,,,,,,,,,,"2,813","   03  "
Y,Oil,08,39874,"SPRABERRY (TREND AREA)","GIBSON 7 UNIT",,,,191,238,,,429,"6,408",197,"   01  "
,,,,,,,,,,,,,,,"6,211","   03  "
Y,Oil,08,39884,"SPRABERRY (TREND AREA)","WALKER FARMS 14",,,,499,"1,223","1,284","   00  ",438,"17,096",476,"   01  "
,,,,,,,,,,,,,,,"16,620","   03  "
Y,Oil,08,39972,"SPRABERRY (TREND AREA)","ADAMS 26",,,6693,800,"2,205",273,"   00  ","1,027","19,770",529,"   01  "
,,,,,,,,,,,"1,705","   01  ",,,"19,202","   03  "
,,,,,,,,,,,,,,,39,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
